,kcat,data_type,MW,kcat_MW
MDDCP3ex,56.83181818181818,Other_species,33702.43900000003,6070.6154072275085
MDDCP3pp_num1,56.83181818181818,Other_species,88409.84080000051,2314.1603197473946
MDDCP4ex,56.83181818181818,Other_species,33702.43900000003,6070.6154072275085
MDDCP4pp_num1,56.83181818181818,Other_species,88409.84080000051,2314.1603197473946
MDDCP5ex,56.83181818181818,Other_species,33702.43900000003,6070.6154072275085
MDDCP5pp_num1,56.83181818181818,Other_species,88409.84080000051,2314.1603197473946
MDDEP1pp_num1,6455.7993281475,fill,88409.84080000051,262876.5912372378
MDDEP3pp_num1,6455.7993281475,fill,88409.84080000051,262876.5912372378
MDDEP4pp_num1,6455.7993281475,fill,88409.84080000051,262876.5912372378
MDH,160.793336,Other_species,138342.65240000008,4184.219396967408
ME1_num1,129.61354838709678,Other_species,42393.74320000015,11006.548112353212
ME2_num1,134.2369230769231,Other_species,42393.74320000015,11399.156729262855
MECDPDH2,6455.7993281475,fill,161359.9296,144031.2823570481
MECDPDH4,6455.7993281475,fill,161359.9296,144031.2823570481
MECDPS,1.88455,Other_species,51747.83969999995,131.10460338695077
MEHLER,2.5,Other_species,53673.265799999965,167.6812443933681
MELIBt3ipp,6455.7993281475,fill,42869.47030000002,542131.204763941
MELIBtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
MEOHtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
MEPCT_num1,21.76,Other_species,101728.99440000005,770.0459486700672
METabc_num1,6455.7993281475,fill,34862.442100000015,666645.1396223614
METAT,0.32632883,Other_species,174089.87120000034,6.748145540589024
METB1,119.0,Other_species,79983.11060000023,5356.13077293844
METGL,114.115,Other_species,41496.51380000011,9899.964174821811
METS,10.175,Other_species,127638.2932000007,286.9828409770666
METSabc_num1,6455.7993281475,fill,34862.442100000015,666645.1396223614
METSOXR1,6.258888888333334,Other_species,47170.01959999994,477.67629076838523
METSOXR2,7.5,Other_species,47170.01959999994,572.3974725675126
METSRabc_num1,6455.7993281475,fill,36247.87010000004,641165.3296376986
MG2tex,6455.7993281475,fill,26370.112100000006,881334.0456497717
MG2uabcpp_num1,22.5,Other_species,51740.07000000014,1565.5177892105633
MGSA_num1,203.23333333333332,Other_species,45897.74850000005,15940.651206452952
MI1PP_num1,37.957142857142856,Other_species,28811.040899999993,4742.824626156228
MI1PS,1.4623857142857142,Other_species,158029.76440000013,33.31390508248183
MLDEP1pp_num1,6455.7993281475,fill,15246.744699999972,1524317.3568277196
MLDEP2pp_num1,6455.7993281475,fill,15246.744699999972,1524317.3568277196
MLTGY1pp,6455.7993281475,fill,36324.58080000001,639811.3087469132
MLTGY2pp,6455.7993281475,fill,36324.58080000001,639811.3087469132
MLTGY3pp,6455.7993281475,fill,36324.58080000001,639811.3087469132
MLTGY4pp,6455.7993281475,fill,36324.58080000001,639811.3087469132
MLTP1,26.95,Other_species,108526.62920000071,893.974139943152
MME_num1,2205.0,Other_species,40562.45990000009,195698.19038514432
MMM,6455.7993281475,fill,74284.59320000041,312862.689020297
MMM2_num1,48.0,Other_species,149948.95330000093,1152.392172116609
MMSAD2_num1,6.640000000000001,Other_species,52220.43330000007,457.75185094069246
MMSAD3_num1,6.31,Other_species,52220.43330000007,435.00213545719413
MMTSAO_num1,12.6,Other_species,52220.43330000007,868.6255002790247
MN2t3pp_num1,6455.7993281475,fill,32749.71380000005,709651.3185813235
MN6PP,6455.7993281475,fill,45972.34200000006,505540.43083841517
MNLDH2,104.51285714285714,Other_species,34905.55840000003,10778.979135720843
MNLpts_num1,6455.7993281475,fill,57215.23720000018,406200.8429693433
MNt2pp_num1,6455.7993281475,fill,32749.71380000005,709651.3185813235
MNtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
MOADSUx_num1,6455.7993281475,fill,46062.38810000012,504552.1637062265
MOBDtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
MOCOS,6455.7993281475,fill,46610.19800000006,498622.15949674725
MOHMT,0.69325,Other_species,360235.5030000005,6.927967896601231
MOTH,6455.7993281475,fill,67722.45990000034,343178.28406777774
MOTS,6455.7993281475,fill,84746.96380000055,274238.468721765
MPTAT,0.0012,Other_species,259093.7079999998,0.01667350408987934
MPTG,6455.7993281475,fill,77037.3435000005,301683.26847006154
MPTG2,6455.7993281475,fill,77037.3435000005,301683.26847006154
MPTG2ex,6455.7993281475,fill,77037.3435000005,301683.26847006154
MPTGex,6455.7993281475,fill,77037.3435000005,301683.26847006154
MPTS_num1,6455.7993281475,fill,36084.30559999998,644071.6315552713
MSHAMID,6455.7993281475,fill,32256.659600000017,720498.5844638107
MSHS,6455.7993281475,fill,33016.81720000001,703910.2963968009
MSO3abcpp_num1,6455.7993281475,fill,31766.00139999999,731627.4179012977
MSO3tex,6455.7993281475,fill,26370.112100000006,881334.0456497717
MTAP,0.26,Other_species,30470.009999999995,30.718729662379506
MTHFC,1759.7302,Other_species,60284.767200000046,105085.0656681311
MTHFD,308.26666666666665,Other_species,60284.767200000046,18408.630430939098
MTHFD2i,0.9400000000000001,Other_species,60284.767200000046,56.13358327773384
MTHFR2_num1,51.175,Other_species,33573.7112,5487.329026646301
MTHFR3_num1,100.1666675,Other_species,33573.7112,10740.546401078234
MTI_num1,187.6,Other_species,132131.0786000004,5111.288026676247
MTRI,3.302825,Other_species,39636.425500000056,299.9808850068981
MUCCYCI,139794.22857142857,Other_species,42966.62290000005,11712794.464401394
N2tex,6455.7993281475,fill,26370.112100000006,881334.0456497717
NACODA_num1,6455.7993281475,fill,48095.309400000115,483225.45111500926
NADDP_num1,2.045,Other_species,37378.54160000006,196.95792518560938
NADFADOR_num1,6455.7993281475,fill,60645.036999999975,383228.0221270376
NADH10_num1,6455.7993281475,fill,162256.1258000009,143235.74821438803
NADH16_num1,113.45,Other_species,162256.1258000009,2517.1314672176013
NADH16pp_num1,113.45,Other_species,24929.40569999997,16383.062031839792
NADH17pp_num1,113.45,Other_species,24929.40569999997,16383.062031839792
NADH18pp_num1,113.45,Other_species,24929.40569999997,16383.062031839792
NADH2r_num1,6455.7993281475,fill,162256.1258000009,143235.74821438803
NADH4_num1,6455.7993281475,fill,162256.1258000009,143235.74821438803
NADH5_num1,6455.7993281475,fill,162256.1258000009,143235.74821438803
NADH6_num1,113.45,Other_species,162256.1258000009,2517.1314672176013
NADH9_num1,6455.7993281475,fill,162256.1258000009,143235.74821438803
NADK,27.094545454545454,Other_species,32446.039600000033,3006.233267260253
NADPHQR2,6455.7993281475,fill,34372.570500000016,676146.0444551562
NADPHQR3,6455.7993281475,fill,351784.02520000236,66065.75602208683
NADS1,6.89,Other_species,63030.251200000195,393.5253235988995
NADS2,3.642,Other_species,63030.251200000195,208.01440182107285
NAKtr,6455.7993281475,fill,43786.232400000066,530780.4829842123
NAt3_1_num1,6455.7993281475,fill,41046.53830000004,566207.9810840219
NAt3_2,6455.7993281475,fill,50730.74120000006,458122.17664446373
NAt3_2pp,6455.7993281475,fill,50730.74120000006,458122.17664446373
NAt3pp_num1,6455.7993281475,fill,49427.765600000035,470198.8305401162
NAtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
NDH_1,6455.7993281475,fill,24929.40569999997,932267.6144394019
NDPK1_num1,677.0,Other_species,18716.001999999993,130220.11859156677
NDPK2_num1,890.0,Other_species,18716.001999999993,171190.40701107006
NDPK3_num1,890.0,Other_species,18716.001999999993,171190.40701107006
NDPK4_num1,425.4557142857143,Other_species,18716.001999999993,81835.88415028872
NDPK5_num1,890.0,Other_species,18716.001999999993,171190.40701107006
NDPK6_num1,890.0,Other_species,18716.001999999993,171190.40701107006
NDPK7_num1,576.4,Other_species,18716.001999999993,110869.83213615818
NDPK8_num1,890.0,Other_species,18716.001999999993,171190.40701107006
NDPK9_num1,890.0,Other_species,18716.001999999993,171190.40701107006
NH4tex_num1,6455.7993281475,fill,26370.112100000006,881334.0456497717
NI2t3pp_num1,6455.7993281475,fill,32749.71380000005,709651.3185813235
NI2t4pp_num1,6455.7993281475,fill,41847.98180000007,555364.3588453999
NI2tex,6455.7993281475,fill,26370.112100000006,881334.0456497717
NMNAT,9.314732164285713,Other_species,93328.27759999997,359.3019892122018
NMNtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
NNAM,1.6553,Other_species,22736.1484,262.09716329965545
NNATr,12.608967404347826,Other_species,93328.27759999997,486.37223168524633
NNDPR,499.57,Other_species,34305.962100000055,52423.890481707174
NO2tex,6455.7993281475,fill,26370.112100000006,881334.0456497717
NO3tex,6455.7993281475,fill,26370.112100000006,881334.0456497717
NODOx,161.86,Other_species,42518.522600000055,13704.52133254506
NODOy,155.35714285714286,Other_species,42518.522600000055,13153.931041943437
NOX,5.39,Other_species,47355.43460000011,409.7523370633358
NTD1,10.815,Other_species,64327.51380000023,605.246459874839
NTD10pp,125.44625,Other_species,64327.51380000023,7020.425216557932
NTD11pp,11.9,Other_species,64327.51380000023,665.9669785030592
NTD12,6455.7993281475,fill,64327.51380000023,361289.8464191992
NTD2,34.2,Other_species,64327.51380000023,1913.9555180508091
NTD2pp,34.2,Other_species,64327.51380000023,1913.9555180508091
NTD3pp,0.255,Other_species,64327.51380000023,14.270720967922697
NTD4pp,12.666666666666666,Other_species,64327.51380000023,708.8724140928922
NTD5,10.553333333333333,Other_species,64327.51380000023,590.602648162657
NTD5pp,10.553333333333333,Other_species,64327.51380000023,590.602648162657
NTD6pp,0.65,Other_species,64327.51380000023,36.37634756529315
NTD7pp,188.805,Other_species,64327.51380000023,10566.209695484882
NTD8pp,3.1466666666666665,Other_species,64327.51380000023,176.0988312904448
NTD9pp,3.9833333333333334,Other_species,64327.51380000023,222.9217196950016
NTP1_num1,9.749606235185185,Other_species,36805.24730000006,953.6298495857847
NTP10_num1,52.650625,Other_species,36805.24730000006,5149.870301238261
NTP3_num1,0.008322857142857142,Other_species,36805.24730000006,0.814076467685782
NTP5_num1,282.90495555555555,Other_species,36805.24730000006,27671.53910687073
NTPP1_num1,25.245,Other_species,17951.682899999993,5062.58942441547
NTPP10,91.608,Other_species,20852.470599999982,15815.334610758318
NTPP11,249.436,Other_species,20852.470599999982,43062.98362554703
NTPP2_num1,248.9430952857143,Other_species,17951.682899999993,49922.62552880609
NTPP3_num1,6.5649,Other_species,17951.682899999993,1316.513896309967
NTPP4_num1,9.155370366666666,Other_species,17951.682899999993,1836.0024240401447
NTPP5_num1,1.12,Other_species,17951.682899999993,224.60289781522388
NTPP6,59.47040741111111,Other_species,35418.42650000008,6044.691643204407
NTPP7_num1,15.14,Other_species,17951.682899999993,3036.149886537937
NTPP8_num1,71.18619047142857,Other_species,17951.682899999993,14275.557735990478
NTPP9_num1,690.5733333333334,Other_species,17951.682899999993,138486.4034112368
NTPTP1,2667.5333333333333,Other_species,99021.47520000028,96980.17506408523
NTPTP2,6455.7993281475,fill,99021.47520000028,234705.4266197292
NTRARz,6455.7993281475,fill,43941.083599999976,528909.9784815278
NTRIR2x,40.075,Other_species,62968.427500000165,2291.1482107441802
NTRIRx,6455.7993281475,fill,62968.427500000165,369087.7873888615
NTRIRy,130.0,Other_species,62968.427500000165,7432.296129675444
OAADC,22.46666666666667,Other_species,62165.39159999997,1301.0454517912187
OAO5t3ex,6455.7993281475,fill,26370.112100000006,881334.0456497717
OBDHc,6455.7993281475,fill,102668.5108000002,226368.1181331692
OCBT,624.5,Other_species,38531.34370000008,58347.30336694683
OCOAT1,67.8,Other_species,65400.75460000006,3732.0670303091547
OCOAT2r,6455.7993281475,fill,27095.6759,857733.8194885554
OCTAtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
OCTDPS,0.005,Other_species,35983.20830000004,0.5002333268876411
OCTNLL,6455.7993281475,fill,39664.39090000003,585938.0934381369
OGLT,6455.7993281475,fill,37766.07610000006,615390.3180142924
OHPBAT,2.49,Other_species,78913.82920000012,113.59225741386258
OIVD1r_num1,3.15,Other_species,102668.5108000002,110.45256146834048
OIVD2_num1,3.15,Other_species,102668.5108000002,110.45256146834048
OIVD3_num1,3.15,Other_species,102668.5108000002,110.45256146834048
OMCDC_num1,37.6724,Other_species,36214.66040000005,3744.9098929007164
OMLT,6455.7993281475,fill,65978.1784000002,352250.97365420643
OMPDC,20.7,Other_species,58579.76379999996,1272.111650269236
OPAH,0.117,Other_species,133028.17810000016,3.1662464751142787
OPTCCL_num1,6455.7993281475,fill,29824.215800000005,779261.9841937637
ORNDC_num1,95.69,Other_species,48831.9340000001,7054.482011709782
ORNTA_num1,14.560825000000001,Other_species,53779.114400000115,974.7086872817656
ORNtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
ORPT,4.2551,Other_species,38226.95979999997,400.72137779578304
OXCOAHDH_num1,6455.7993281475,fill,21373.850999999973,1087350.9683084732
OXFOtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
OXGDC,1.5083335,Other_species,141390.2845000002,38.404340292560846
P5CD,8.315,Other_species,117391.11660000033,254.99374115332265
P5CR,560.859983,Other_species,59435.19040000001,33971.38841840069
P5CRx,924.018183,Other_species,59435.19040000001,55967.94485578025
PA120abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PA140abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PA141abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PA160abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PA161abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PA180abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PA181abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PACCOAE_num1,6455.7993281475,fill,106382.13330000003,218465.98540932807
PACCOAL,31.818181818181817,Other_species,48950.12400000006,2340.044216138337
PANTS,3.0241666666666664,Other_species,82217.52300000019,132.4170274504618
PAPA160,3.7366666666666664,Other_species,150321.0962000008,89.4884373521481
PAPPT3,5.3149999999999995,Other_species,75945.511,251.94379164819892
PAPSR_num1,0.242,Other_species,50690.559599999986,17.186632123903408
PDE1,96.93666666666667,Other_species,20584.182599999975,16953.405767008713
PDH_num1,9.62675,Other_species,51495.0765,673.0022043952105
PDHa,9.62675,Other_species,152881.71720000016,226.68701421414937
PDHcr,233.28636363636363,Other_species,55166.898600000124,15223.457007802632
PDX5POi_num1,0.26627272727272727,Other_species,51801.383999999984,18.504946087575934
PDX5PS_num1,6455.7993281475,fill,55361.003599999975,419805.9296260845
PDXPP,1.25,Other_species,55361.003599999975,81.28465358962535
PE120abcpp_num1,6455.7993281475,fill,68582.8424000003,338873.0587423262
PE140abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PE141abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PE160abcpp_num1,6455.7993281475,fill,68582.8424000003,338873.0587423262
PE161abcpp_num1,6455.7993281475,fill,68582.8424000003,338873.0587423262
PE180abcpp_num1,6455.7993281475,fill,68582.8424000003,338873.0587423262
PE181abcpp_num1,6455.7993281475,fill,68582.8424000003,338873.0587423262
PEPCK_re,28.558333333333334,Other_species,67916.87780000026,1513.76216531555
PERD,1.4,Other_species,36390.200700000045,138.4988239430071
PFK,97.25489285714286,Other_species,73096.50920000006,4789.799377802765
PFK_2_num1,163.75925,Other_species,73679.32520000006,8001.339567100154
PFOR_num1,60.8,Other_species,26234.60679999999,8343.178217559567
PG120abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PG140abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PG141abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PG160abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PG161abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PG180abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PG181abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PGAMT,1.5664,Other_species,93240.22300000019,60.47861983341662
PGCD_num1,1081.2318181818182,Other_species,36238.84230000005,107410.56552611064
PGI,1409.6527272727274,Other_species,120518.42360000043,42107.66840947794
PGK,236.50170368146667,Other_species,41925.94390000009,20307.38139811512
PGL_num1,23.05,Other_species,26793.124799999987,3097.0631689813217
PGLYCP,65.92333333333333,Other_species,28072.704899999986,8453.905701121095
PGM,340.8748217391304,Other_species,44163.481600000036,27786.517588796
PGMT,26.425,Other_species,93240.22300000019,1020.2678301187655
PGP120abcpp_num1,6455.7993281475,fill,68582.8424000003,338873.0587423262
PGP140abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PGP141abcpp_num1,6455.7993281475,fill,69354.91470000037,335100.6584300633
PGP160abcpp_num1,6455.7993281475,fill,68582.8424000003,338873.0587423262
PGP161abcpp_num1,6455.7993281475,fill,68582.8424000003,338873.0587423262
PGP180abcpp_num1,6455.7993281475,fill,68582.8424000003,338873.0587423262
PGP181abcpp_num1,6455.7993281475,fill,68582.8424000003,338873.0587423262
PGSA140_num1,6455.7993281475,fill,22563.522999999983,1030019.894558621
PGSA141_num1,6455.7993281475,fill,22563.522999999983,1030019.894558621
PHACOAOR_num1,6455.7993281475,fill,37891.892700000055,613346.9701641736
PHEMEtiex,6455.7993281475,fill,26370.112100000006,881334.0456497717
PHETA1_num1,173.7103939394091,Other_species,41917.0018000001,14918.944374067118
PIt2rpp_num1,6455.7993281475,fill,38102.873300000036,609950.787657029
PItex,6455.7993281475,fill,26370.112100000006,881334.0456497717
PLCD,6455.7993281475,fill,150321.0962000008,154608.22312264962
PLPS,6455.7993281475,fill,236976.28200000027,98072.58931225436
PMANM_num1,17.975,Other_species,63429.961300000265,1020.1803481157057
PMPK,0.07,Other_species,27260.862100000002,9.24402167017308
PNTK_num1,30.14938095238095,Other_species,38877.843600000044,2791.7641869563804
PNTOt2,6455.7993281475,fill,58995.38430000016,393943.9984516032
POX,6455.7993281475,fill,125724.5186000003,184855.57025891801
PPA_num1,483.98478260869564,Other_species,34981.50630000002,49807.60983958267
PPA_1pp,483.98478260869564,Other_species,162939.24680000092,10693.220028996073
PPA2,2376.3933333333334,Other_species,34981.50630000002,244558.25105507232
PPAKr,100.0,Other_species,87520.01900000009,4113.344628044467
PPAtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
PPBNGS_num1,254.4625,Other_species,241594.62960000007,3791.744052906711
PPC,83.49936,Other_species,402486.94360000285,746.850800454134
PPCDC_num1,1.86666665,Other_species,21221.926499999994,316.6536242597957
PPCK,29.223833333333335,Other_species,67916.87780000026,1549.037638476361
PPCOAC_num1,4.2,Other_species,57400.40600000006,263.4127709828391
PPDK_num1,25.857144285714288,Other_species,61734.210700000214,1507.8465954788842
PPGKr,203.25,Other_species,26006.20100000001,28135.59735233915
PPGPPDP_num1,2.9014285714285717,Other_species,81724.37880000044,127.80938822067623
PPK2r_num1,6455.7993281475,fill,1051198.0752000057,22108.942291308027
PPKr,6455.7993281475,fill,38741.654500000106,599893.7805129344
PPNCL,2.2733333285714283,Other_species,169719.7668000003,48.220664788570325
PPNCL2,2.2733333285714283,Other_species,169719.7668000003,48.220664788570325
PPNCL3,0.56,Other_species,169719.7668000003,11.878404254323996
PPND_num1,44.011538461538464,Other_species,24031.06759999997,6593.195986912319
PPNDH,138.0580909090909,Other_species,33096.14920000003,15017.128556839078
PPPGO,0.7420333337,Other_species,51381.623500000096,51.98979361405338
PPS,644.5721111111111,Other_species,104514.87060000078,22202.19559837433
PRAGSr,7.0,Other_species,86190.38500000015,292.3759999447729
PRAIi,30.3,Other_species,50442.337999999996,2162.469154383764
PRAMPC,4.2175,Other_species,27206.15279999997,558.0722901769491
PRATPP,6.0,Other_species,19796.1508,1091.1212092807457
PRFGS,499.525,Other_species,105392.5921000005,17062.77418714319
PRMICI,7.91625,Other_species,50442.337999999996,564.9718298148671
PROabcpp_num1,6455.7993281475,fill,35456.536000000044,655475.131054285
PROD2,16.2,Other_species,34579.405400000025,1686.553002441157
PROGLYabcpp_num1,6455.7993281475,fill,67379.36660000004,344925.7354896386
PROGLYtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
PROtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
PRPPS,24.1725,Other_species,211752.5160000003,410.956156006193
PSCVT,11.300012136363636,Other_species,46002.506600000066,884.3005891967858
PSERT,1.83,Other_species,78913.82920000012,83.48346629211588
PSP_L_num1,303.28593,Other_species,35865.01580000003,30442.739913696038
PTA2,500.45,Other_species,73933.4889000003,24368.1182479675
PTAr,629.901,Other_species,73933.4889000003,30671.399845165302
PTPATi,4.699999999999999,Other_species,112128.94260000001,150.8977040866164
PTRCtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
PUNP1,21.01727272727273,Other_species,135403.35000000003,558.7910625415236
PUNP2,23.064,Other_species,135403.35000000003,613.2078711494212
PUNP3,19.575,Other_species,135403.35000000003,520.4450259170101
PUNP4,23.064,Other_species,135403.35000000003,613.2078711494212
PUNP5,1638.976111111111,Other_species,135403.35000000003,43575.834719008046
PUNP6,23.064,Other_species,135403.35000000003,613.2078711494212
PUNP7,23.064,Other_species,135403.35000000003,613.2078711494212
P_Xylt1,6455.7993281475,fill,26370.112100000006,881334.0456497717
PYAM5PO,6.0064,Other_species,55361.003599999975,390.5825146565806
PYDXNO,19.9,Other_species,55361.003599999975,1294.0516851468356
PYDXO,6.08,Other_species,55361.003599999975,395.3685550599377
PYK_num1,2683.252957686781,Other_species,51074.03820000011,189131.52333571285
PYROX_num1,6455.7993281475,fill,163015.4192000002,142568.58458780058
PYRtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
QRr,6455.7993281475,fill,33666.42040000002,690328.1461230428
RAFFabc,6455.7993281475,fill,80281.12140000006,289493.6838952898
RAFFtex,6455.7993281475,fill,38916.419600000045,597199.7891946611
RAFGH,179.7937,Other_species,156257.08020000078,4142.259148651344
RBFK,2.6733333333333333,Other_species,37680.181700000045,255.41278109070234
RBFSa_num1,0.3227275,Other_species,21831.4453,53.21768595870288
RBFSb_num1,0.14700000000000002,Other_species,21831.4453,24.24026411114431
RBK_num1,11.399090909090908,Other_species,45872.48730000008,894.5825632770343
RBP4E,17.42525,Other_species,67506.56799999997,929.2562465921837
RDXR,6455.7993281475,fill,47516.85580000002,489108.0689166936
REPHACCOAI,6455.7993281475,fill,27713.967699999994,838597.9890324764
RIBtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
RMI,163.99,Other_species,23435.32600000001,25191.200668597474
RMNabc_num1,6455.7993281475,fill,59500.740900000186,390598.1207929955
RNDR1_num1,3.5981428571428573,Other_species,209680.39760000157,61.77646758580063
RNDR2_num1,3.5981428571428573,Other_species,209680.39760000157,61.77646758580063
RNDR3_num1,3.5981428571428573,Other_species,209680.39760000157,61.77646758580063
RNDR4_num1,3.5981428571428573,Other_species,209680.39760000157,61.77646758580063
RNTR1c,6455.7993281475,fill,29875.99709999997,777911.3615368179
RNTR1c2,6455.7993281475,fill,29875.99709999997,777911.3615368179
RNTR2c,6455.7993281475,fill,29875.99709999997,777911.3615368179
RNTR2c2,6455.7993281475,fill,29875.99709999997,777911.3615368179
RNTR3c,6455.7993281475,fill,29875.99709999997,777911.3615368179
RNTR3c2,6455.7993281475,fill,29875.99709999997,777911.3615368179
RNTR4c,6455.7993281475,fill,29875.99709999997,777911.3615368179
RNTR4c2,6455.7993281475,fill,29875.99709999997,777911.3615368179
RPE_num1,888.3761818181819,Other_species,55232.3538,57903.63861960659
RPI_num1,6133.018956521739,Other_species,17576.36269999999,1256168.2198034222
S2FE2ST_num1,6455.7993281475,fill,16866.7888,1377907.6655854613
S4FE4SR_num1,6455.7993281475,fill,16866.7888,1377907.6655854613
S4FE4ST_num1,6455.7993281475,fill,16866.7888,1377907.6655854613
S6PG,11.020666666666667,Other_species,44794.530300000086,885.6974218568807
S7PI,9.790000000000001,Other_species,26006.3088,1355.2096251352673
SADT,3.636,Other_species,84224.24440000019,155.41368276139704
SADT2,3.2635384615384617,Other_species,84224.24440000019,139.49354541835982
SALCHS4abcpp,6455.7993281475,fill,132046.46260000058,176005.30240429856
SALCHS4FEabcpp_num1,6455.7993281475,fill,49151.803900000144,472838.7513226332
SALCHS4tex,6455.7993281475,fill,26370.112100000006,881334.0456497717
SALCNtex,6455.7993281475,fill,38916.419600000045,597199.7891946611
SALCptspp,6455.7993281475,fill,30369.91079999997,765259.9882292385
SBTD_D2,86.28629622222222,Other_species,34905.55840000003,8899.174820248678
SCYSDS_num1,6455.7993281475,fill,45600.31240000009,509664.87636016624
SDPDS,212.07222,Other_species,38142.38730000006,20016.051590981533
SDPTA_num1,24.0,Other_species,41021.18950000011,2106.228538302132
SERabcpp_num1,6455.7993281475,fill,34104.37620000001,681463.2070980672
SERAT,1525.3407333333334,Other_species,94206.63040000001,58289.17366733456
SERD_L_num1,192.96708333333333,Other_species,111760.68480000019,6215.7949483144075
SERt2rpp_num1,6455.7993281475,fill,71387.97320000024,325557.324848255
SHCHD3,6455.7993281475,fill,85794.81940000011,270889.0553516448
SHCHF,0.06,Other_species,85794.81940000011,2.5176345321381923
SHCHF2,6455.7993281475,fill,85794.81940000011,270889.0553516448
SHK3Dr,108.014,Other_species,57198.66299999996,6798.242819067297
SHKK,64.7716,Other_species,17410.369799999982,13393.038900299536
SHSL1_num1,85.47142857142858,Other_species,41496.51380000011,7415.011881242468
SHSL2r,54.012125,Other_species,79983.11060000023,2431.0588640697283
SHSL4r,57.593133333333334,Other_species,79983.11060000023,2592.2382668622968
SKMt2pp,6455.7993281475,fill,50405.82050000009,461075.2756485922
SKMtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
SO3abcpp_num1,6455.7993281475,fill,34895.75939999999,666008.6492151539
SO3tex,6455.7993281475,fill,26370.112100000006,881334.0456497717
SO4tex,6455.7993281475,fill,26370.112100000006,881334.0456497717
SPMDt3,6455.7993281475,fill,43133.58750000005,538811.6066471627
SPMDt3pp,6455.7993281475,fill,11019.11789999999,2109141.38429638
SPMS,7.629,Other_species,114097.11860000026,240.71072378509598
SPTc,122.0,Other_species,37814.74070000006,11614.51835632974
SSALx_num1,19.266666666666666,Other_species,54131.11560000012,1281.3332818139784
SSALy_num1,12.88,Other_species,54131.11560000012,856.5868167697599
SUCBZT1,6455.7993281475,fill,122351.71610000094,189951.38214764136
SUCBZT2,6455.7993281475,fill,122351.71610000094,189951.38214764136
SUCD1_num1,72.486,Other_species,169453.50410000043,1539.9480901026666
SUCOAS,31.253,Other_species,122351.71610000094,919.5686303904579
SUCRabcpp_syn_num1,6455.7993281475,fill,59500.740900000186,390598.1207929955
SUCRtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
SULFACabcpp_num1,6455.7993281475,fill,31407.62830000001,739975.5676977047
SULFACtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
SULRi,210.53125,Other_species,118448.09230000076,6398.688955499498
TALA,13.0,Other_species,81326.52820000013,575.4579844464567
TARTRDtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
TAUDO,1.53,Other_species,35264.587800000074,156.1906814631756
TAURtex,6455.7993281475,fill,26370.112100000006,881334.0456497717
TDPDRE_num1,14.136,Other_species,23435.32600000001,2171.491021716531
TDPGDH_num1,47.891200000000005,Other_species,5043.8376000000035,34181.972869229554
TGBPA,7.38458341625,Other_species,28866.36269999999,920.9508165190487
THDPS,28.96222,Other_species,101627.62680000003,1025.9414224558077
THFAT,15.391666666666666,Other_species,39286.03870000003,1410.4247166054938
THIORDXi_num1,45.92,Other_species,16715.888099999996,9889.513438415517
THMabc_num1,6455.7993281475,fill,39346.63050000004,590670.0849855739
THMDP,0.48,Other_species,25142.129600000004,68.729261502176
THRabcpp_num1,6455.7993281475,fill,34104.37620000001,681463.2070980672
THRAi,6.207375,Other_species,39147.00040000009,570.8368399025522
